Class,x,y,w,h,Distance
0,125.12,91.71,348.92,161.55,26.41
0,684.49,172.19,49.360000000000014,33.06999999999999,33.13
0,0.0,193.56,386.2,180.44,6.05
0,494.45,181.84,33.03000000000003,23.430000000000007,46.74
0,728.25,173.97,63.32000000000005,26.22999999999999,47.16
0,523.41,194.53,27.24000000000001,24.859999999999985,47.02
0,572.15,185.81,34.30000000000007,33.43000000000001,47.11
0,0.0,0.0,424.74,374.0,5.46
0,742.41,184.49,202.14999999999998,136.89999999999998,9.72
0,639.17,169.69,44.31000000000006,43.28,35.34
0,551.01,184.06,24.409999999999968,20.22999999999999,59.59
0,685.05,181.43,119.63,76.77999999999997,15.58
0,1056.16,190.5,184.83999999999992,183.5,3.14
0,359.43,179.3,156.86999999999995,91.67000000000002,13.3
0,444.13,163.92,115.07000000000005,83.12,17.6
0,870.59,115.22,230.4699999999999,98.63,21.3
0,724.49,171.09,66.00999999999999,44.03999999999999,25.97
0,534.25,166.2,61.83000000000004,50.56,26.83
0,709.81,162.43,55.8900000000001,43.25,32.13
0,562.02,166.42,43.55000000000007,40.47,31.78
0,128.66,199.48,90.24000000000001,37.72,31.72
0,60.72,198.17,99.19999999999999,40.18000000000001,31.61
0,599.21,156.67,30.41999999999996,32.93000000000001,69.29
0,372.95,182.64,39.25999999999999,23.04000000000002,55.08
0,677.94,164.64,12.909999999999968,30.720000000000027,44.76
0,517.23,162.98,47.129999999999995,33.66,36.37
0,443.6,168.03,36.75,27.659999999999997,38.09
0,427.54,165.14,27.829999999999984,20.370000000000005,52.01
0,896.11,218.17,344.89,155.83,3.14
0,351.84,183.19,185.93,125.44999999999999,10.42
0,562.48,173.46,56.00999999999999,43.900000000000006,30.18
0,724.21,178.91,81.17999999999995,71.03,17.48
0,650.19,175.43,9.799999999999955,29.769999999999982,44.63
0,720.81,187.01,59.17000000000007,49.21000000000001,22.3
0,633.9,155.08,70.67000000000007,56.559999999999974,37.22
0,555.45,174.38,20.719999999999914,16.810000000000002,68.34
0,16.35,117.65,298.42999999999995,197.12999999999997,12.9
0,590.88,181.6,16.190000000000055,12.879999999999995,73.46
1,147.29,156.22,58.0,153.21,8.51
0,652.31,174.94,37.85000000000002,30.03,41.53
0,559.66,178.84,29.190000000000055,26.039999999999992,41.9
0,334.28,180.65,155.74,116.83000000000001,12.2
0,785.85,179.67,242.9699999999999,161.08,8.46
0,711.98,179.65,136.84000000000003,97.97,13.14
0,445.91,131.69,93.85999999999996,96.67000000000002,22.27
0,660.82,178.72,52.26999999999998,43.31,26.41
0,620.95,171.59,28.409999999999968,28.870000000000005,51.9
0,178.19,189.36,257.37,155.37,9.0
0,776.17,182.37,238.19000000000005,153.07,8.6
0,340.65,150.97,148.49,123.14000000000001,14.34
0,711.6,180.21,151.48000000000002,93.39000000000001,13.47
0,709.49,176.89,68.31999999999994,57.370000000000005,19.85
0,119.13,141.28,249.01999999999998,89.41,22.71
0,725.15,164.18,81.15999999999997,55.22999999999999,25.25
0,611.72,163.22,32.07999999999993,33.91,44.71
0,780.93,147.56,136.41000000000008,51.91999999999999,39.04
0,494.77,173.81,36.76999999999998,25.409999999999997,44.75
0,582.63,175.1,18.50999999999999,14.670000000000016,64.47
0,0.0,189.66,234.52,132.64000000000001,10.15
0,46.17,196.15,282.22999999999996,89.93999999999997,14.12
0,466.96,184.85,55.160000000000025,22.170000000000016,49.04
0,587.01,173.33,27.110000000000014,26.789999999999992,46.7
0,425.44,176.21,103.79000000000002,83.62999999999997,16.31
0,234.86,185.44,85.45999999999998,46.140000000000015,27.71
0,665.45,160.0,52.479999999999905,57.99000000000001,22.1
1,423.17,173.67,10.0,50.360000000000014,23.11
0,553.16,178.73,140.51,133.15,10.13
0,341.05,194.66,49.22999999999996,24.069999999999993,46.01
0,286.23,196.48,50.89999999999998,24.370000000000005,44.69
0,412.76,190.23,42.51999999999998,22.310000000000002,50.4
0,960.19,183.87,144.23000000000002,45.81999999999999,26.68
0,1154.43,178.14,86.56999999999994,44.150000000000006,26.55
0,1123.12,213.78,117.88000000000011,160.22,4.08
0,555.85,173.64,72.84000000000003,66.41000000000003,19.43
0,27.11,0.0,485.16999999999996,375.0,10.25
0,473.07,183.18,62.660000000000025,42.859999999999985,24.49
0,592.08,176.5,45.469999999999914,43.02000000000001,28.28
0,895.35,158.55,345.65,215.45,6.69
0,817.68,176.9,220.36,125.41,10.4
0,749.97,177.62,190.85000000000002,85.31,14.02
0,489.07,180.53,32.19999999999999,20.5,50.9
0,302.47,188.9,106.70999999999998,61.650000000000006,18.66
0,682.53,173.56,114.27999999999997,47.30000000000001,24.75
0,659.69,174.94,85.86999999999989,34.400000000000006,31.46
0,640.44,167.63,67.0,30.980000000000018,46.13
0,434.34,175.49,38.06,24.419999999999987,52.04
0,456.14,177.0,31.02000000000004,20.960000000000008,58.61
0,412.71,177.61,24.370000000000005,18.25,59.96
0,114.51,193.47,352.1,180.53,7.17
0,683.15,184.41,93.35000000000002,72.58000000000001,16.67
0,533.53,177.81,40.66000000000008,34.99000000000001,33.82
0,653.23,180.26,49.69999999999993,40.0,29.48
0,561.27,178.49,24.629999999999995,22.53,48.95
0,639.85,175.24,27.74000000000001,25.169999999999987,49.29
0,474.58,179.03,42.14000000000004,31.680000000000007,35.37
1,691.54,168.88,9.330000000000041,29.629999999999995,42.82
0,439.52,178.17,69.41000000000003,27.0,41.75
0,576.34,174.48,28.519999999999982,28.189999999999998,44.49
1,471.56,174.73,30.910000000000025,91.66999999999999,12.56
1,441.08,170.15,32.14000000000004,97.97,12.34
1,684.72,161.94,26.360000000000014,68.16,20.51
1,719.54,160.0,25.879999999999995,69.66999999999999,20.3
0,0.0,203.44,365.5,170.56,5.22
0,378.01,183.98,129.16000000000003,92.46000000000001,13.93
0,75.43,192.52,198.21999999999997,84.99999999999997,15.21
0,269.01,176.97,106.71000000000004,65.39000000000001,21.96
0,346.6,186.7,73.38,42.34,27.06
0,387.31,178.52,68.25,42.91,31.88
0,455.95,181.43,45.04000000000002,28.289999999999992,41.53
0,480.03,181.4,37.889999999999986,24.269999999999982,46.7
0,578.47,176.02,47.50999999999999,45.22,26.76
0,597.59,168.75,37.25999999999999,38.860000000000014,35.33
0,769.21,151.69,318.39999999999986,222.31,7.64
0,706.06,174.92,101.29000000000008,79.36000000000001,15.65
0,660.18,171.93,42.930000000000064,38.09,32.3
0,646.4,174.21,37.860000000000014,30.609999999999985,38.2
0,572.31,171.6,51.80000000000007,47.22,26.54
0,0.0,190.67,171.41,122.6,10.68
0,214.99,165.2,208.56,127.78000000000003,12.25
0,296.94,182.19,96.18,49.420000000000016,23.68
0,428.19,180.81,69.82,45.43000000000001,25.13
0,481.87,153.05,55.22000000000003,54.69,36.41
0,522.27,176.55,30.440000000000055,25.829999999999984,47.7
0,0.0,185.88,180.39,67.25,17.75
0,193.59,181.29,101.11999999999998,48.099999999999994,25.9
1,659.64,160.9,28.25,76.07,16.82
1,680.59,157.38,31.24000000000001,78.80000000000001,17.03
1,453.2,159.81,29.329999999999984,81.5,16.26
0,600.22,162.56,21.829999999999927,44.09,30.42
0,595.5,177.15,61.809999999999945,50.19,21.55
0,305.23,179.59,189.74,84.09,13.75
0,410.09,176.18,104.68,52.599999999999994,21.82
0,435.96,173.6,101.88000000000005,44.73000000000002,24.83
0,473.64,171.53,82.51999999999998,32.33000000000001,32.49
0,515.19,156.84,70.51999999999998,36.71000000000001,45.7
1,984.43,188.05,144.34000000000003,185.95,4.71
0,823.97,189.33,259.1700000000001,138.46,9.53
0,753.34,185.35,132.07999999999993,78.23999999999998,14.89
0,719.83,169.31,96.61000000000001,68.80000000000001,20.2
1,693.57,173.32,16.329999999999927,36.51000000000002,32.55
0,776.77,170.97,105.50999999999999,40.72999999999999,31.83
0,0.0,178.64,252.92,101.96000000000004,12.04
0,194.14,174.89,147.85000000000002,66.85000000000002,17.23
0,603.49,171.71,35.809999999999945,32.650000000000006,35.67
0,287.85,175.62,91.56,53.22,21.69
0,881.73,155.07,159.26,60.170000000000016,32.04
0,0.0,170.48,111.64,70.18,17.43
0,683.34,170.98,120.10000000000002,86.45000000000002,14.75
0,262.97,182.23,206.78999999999996,135.77,9.79
0,910.25,159.81,330.75,214.19,2.39
0,641.55,172.79,39.8900000000001,33.5,31.72
0,683.63,153.82,40.379999999999995,29.849999999999994,65.64
0,919.02,155.73,48.90999999999997,75.23000000000002,17.38
0,713.9,174.69,30.529999999999973,29.80000000000001,39.76
0,710.82,180.57,92.06999999999994,62.68000000000001,19.62
0,624.74,177.5,70.40999999999997,61.650000000000006,21.12
0,309.83,179.79,96.84000000000003,40.120000000000005,32.97
0,40.56,187.32,33.41,25.159999999999997,54.19
0,383.87,166.42,255.32000000000005,144.14000000000001,12.06
0,245.86,199.03,132.57,66.32000000000002,17.46
0,865.23,0.0,375.77,374.0,2.98
0,173.62,180.91,255.86,178.94000000000003,8.15
0,707.54,185.88,126.95000000000005,85.88,14.21
0,444.83,180.67,74.91000000000003,50.34,20.88
0,499.17,171.42,47.02000000000004,40.82000000000002,28.91
0,653.39,176.6,53.139999999999986,40.16,29.57
0,526.94,173.21,36.59999999999991,29.829999999999984,38.08
1,768.22,141.35,71.95999999999992,174.83,7.8
0,569.25,125.75,73.51999999999998,89.05000000000001,34.15
0,31.61,193.32,98.10000000000001,37.45000000000002,32.12
0,104.42,188.01,83.92,32.55000000000001,36.62
0,183.23,187.33,62.630000000000024,30.20999999999998,42.56
0,227.36,189.17,54.620000000000005,22.79000000000002,47.64
0,540.1,181.59,31.399999999999977,23.629999999999995,48.54
0,0.0,224.48,199.8,149.52,1.74
0,514.51,193.66,49.00999999999999,38.33000000000001,30.55
0,572.56,176.77,18.760000000000105,19.48999999999998,76.01
1,410.27,163.81,88.41000000000003,163.21999999999997,7.29
0,558.06,180.83,41.110000000000014,32.619999999999976,30.01
0,509.12,180.43,34.32000000000005,25.150000000000006,41.7
0,969.34,195.19,131.02999999999986,51.44,21.41
0,1129.34,194.18,111.66000000000008,55.29999999999998,23.51
0,567.14,164.1,23.730000000000018,31.55000000000001,54.6
0,519.66,162.08,25.850000000000023,32.72,66.59
0,550.84,173.54,63.24000000000001,63.03,21.02
0,305.57,177.91,36.03000000000003,18.420000000000016,59.83
0,789.79,178.79,15.25,32.870000000000005,36.96
0,1054.28,105.67,186.72000000000003,144.26999999999998,15.23
0,0.0,212.28,41.28,115.84,10.93
0,69.7,217.73,42.519999999999996,36.420000000000016,33.21
0,0.0,218.4,93.89,79.49999999999997,16.63
0,884.04,123.51,39.59000000000003,46.249999999999986,40.44
0,409.55,177.73,111.27000000000004,73.01000000000002,19.65
0,502.22,185.85,72.15999999999997,44.06,27.12
0,602.85,184.1,36.120000000000005,25.25,43.31
0,677.29,181.51,27.530000000000086,16.49000000000001,66.05
0,692.58,175.37,24.91999999999996,54.46000000000001,24.54
0,875.15,185.26,100.83000000000004,68.72,18.74
0,287.03,172.92,227.76999999999998,112.84,11.32
1,411.42,172.4,43.49000000000001,124.11999999999998,10.12
0,842.29,169.2,48.17000000000007,46.09,34.75
0,657.65,179.93,52.210000000000036,39.98999999999998,26.82
0,731.51,180.39,150.76999999999998,95.41000000000003,13.46
0,715.18,175.63,47.59000000000003,28.27000000000001,39.17
0,816.58,59.74,295.92999999999995,206.32999999999998,16.44
1,602.33,172.98,23.729999999999905,47.56,25.06
1,982.81,215.76,157.26999999999998,157.24,5.52
1,920.27,205.21,80.61000000000001,146.85999999999999,6.83
1,763.61,198.98,59.77999999999997,88.63000000000002,10.6
1,800.11,197.33,62.92999999999995,88.56999999999996,10.59
1,738.19,201.8,57.93999999999994,75.55000000000001,11.69
0,671.48,168.74,38.639999999999986,37.78999999999999,31.58
0,591.73,172.89,42.25,26.700000000000017,40.99
0,671.83,174.3,30.779999999999973,21.159999999999997,47.66
0,0.0,73.11,444.03,197.62,23.13
0,704.82,171.69,39.239999999999895,28.430000000000007,38.29
0,427.15,179.96,173.19000000000005,101.04999999999998,12.32
0,76.38,181.99,308.34000000000003,124.19999999999999,11.21
0,478.81,182.19,36.85999999999996,25.330000000000013,43.4
0,69.26,200.28,365.82,173.72,6.98
0,0.0,209.2,198.59,164.8,6.22
0,1210.28,199.77,30.720000000000027,174.23,3.57
0,478.18,187.68,71.35999999999996,61.75,20.96
0,530.03,187.79,43.07000000000005,38.30000000000001,31.5
0,547.61,171.12,36.43999999999994,41.28999999999999,46.44
0,667.74,182.35,123.08000000000004,48.03,25.95
0,657.37,184.48,105.97000000000003,37.16,32.0
0,637.45,180.34,76.99000000000001,32.0,39.79
0,572.52,175.02,23.74000000000001,24.92999999999998,65.43
0,380.78,167.69,142.51,120.87,14.05
0,958.95,167.55,77.93000000000006,86.88,14.95
0,130.0,186.92,225.47000000000003,70.95000000000002,16.53
0,501.21,177.91,55.26000000000005,16.409999999999997,62.51
1,531.11,146.5,99.89999999999998,203.5,6.89
0,596.84,174.1,67.5,65.21000000000001,19.58
0,0.0,178.54,117.72,49.84,25.33
0,290.87,187.34,173.23000000000002,101.17999999999998,12.67
0,590.87,174.23,39.110000000000014,38.96000000000001,32.6
1,237.23,173.7,75.1,191.63,6.32
1,189.46,158.23,66.72999999999999,198.21,6.54
1,752.95,164.08,38.24000000000001,124.69999999999996,10.51
0,444.66,170.48,41.039999999999964,71.38000000000002,17.61
0,494.34,168.08,22.670000000000016,55.64999999999998,24.31
1,546.73,177.07,13.789999999999964,37.81,29.83
1,535.68,174.41,13.950000000000045,39.97,29.55
1,688.53,124.64,91.67000000000007,239.29000000000002,6.19
1,778.38,149.08,82.66999999999996,206.62999999999997,6.18
1,935.8,155.14,70.67000000000007,150.95,7.84
0,0.0,137.74,159.41,236.26,1.36
0,452.53,186.98,119.73000000000002,77.04999999999998,16.67
0,540.75,182.52,81.00999999999999,55.04999999999998,22.81
0,611.24,182.17,60.52999999999997,40.54000000000002,28.33
0,804.21,165.36,42.23000000000002,24.899999999999977,53.73
1,90.64,186.57,238.83000000000004,186.43,4.83
1,964.98,157.64,58.93999999999994,131.78000000000003,9.12
1,236.84,169.82,51.72,169.75,7.41
0,413.06,169.47,76.80000000000001,121.58000000000001,10.79
1,811.24,152.52,30.5,97.31,13.53
1,583.85,164.01,24.16999999999996,73.86000000000001,17.75
1,524.52,165.79,24.99000000000001,64.88,19.66
1,560.09,165.43,17.0,58.95999999999998,22.65
1,708.67,157.73,20.600000000000023,64.32000000000002,21.58
0,574.29,179.23,42.57000000000005,28.99000000000001,39.62
0,0.0,142.54,336.56,231.46,5.77
0,222.78,166.78,231.51000000000002,141.66,10.96
0,658.66,166.95,38.530000000000086,34.51000000000002,34.46
0,615.97,168.04,35.67999999999995,21.170000000000016,51.25
0,669.49,174.52,30.980000000000018,21.579999999999984,46.78
0,22.54,78.5,429.58,187.17000000000002,23.95
0,701.01,171.82,41.40999999999997,29.47,36.99
0,357.22,182.05,210.64999999999998,119.72999999999996,10.74
0,0.0,183.03,326.6,147.73999999999998,9.82
0,483.32,182.25,35.44,24.840000000000003,44.23
0,457.71,176.44,70.93,52.94999999999999,23.79
0,536.11,176.89,29.210000000000036,25.830000000000013,44.92
0,559.75,176.02,19.07000000000005,16.119999999999976,68.42
0,589.68,172.46,43.75,43.579999999999984,29.39
0,563.24,175.63,18.659999999999968,16.180000000000007,76.47
0,593.82,162.45,27.569999999999936,29.860000000000014,75.8
0,708.08,167.9,20.360000000000014,16.560000000000002,63.93
0,0.0,105.16,200.39,134.0,20.34
0,0.0,202.73,361.84,170.27,3.15
0,368.92,183.19,135.09999999999997,96.03000000000003,12.45
0,587.82,169.53,55.34999999999991,50.49000000000001,24.12
0,519.33,170.45,52.52999999999997,45.20000000000002,26.91
0,101.79,160.13,232.91999999999996,126.93,12.43
0,463.38,174.76,48.50999999999999,30.900000000000006,35.5
0,459.33,179.71,46.35000000000002,47.59,27.84
0,448.2,181.65,38.23000000000002,26.94999999999999,42.1
0,0.0,57.67,245.43,316.33,5.45
0,678.16,164.16,27.769999999999982,79.62,17.42
1,304.95,177.99,54.960000000000036,126.07999999999998,9.37
0,0.0,179.86,156.79,64.82999999999998,17.05
0,0.0,167.86,85.41,206.14,4.88
0,0.0,198.47,233.64,163.70000000000002,7.11
0,357.4,177.28,150.28000000000003,46.25999999999999,23.08
0,687.56,171.57,174.24,60.640000000000015,18.97
0,670.92,163.04,152.34000000000003,59.920000000000016,22.35
0,418.36,175.37,100.98000000000002,33.56999999999999,33.25
0,451.01,175.35,82.88,26.659999999999997,39.44
0,23.14,183.9,202.60000000000002,74.46000000000001,16.52
0,694.9,174.26,40.74000000000001,33.27000000000001,33.48
0,797.32,169.25,47.39999999999998,16.47,64.7
1,560.17,171.53,9.0,25.319999999999993,49.54
0,886.07,166.52,52.94999999999993,19.090000000000003,62.79
0,1053.43,158.28,62.26999999999998,23.129999999999995,59.48
0,175.86,191.58,197.15999999999997,55.78999999999999,19.19
0,317.74,196.5,186.96999999999997,117.52999999999997,10.91
0,744.33,0.0,496.66999999999996,374.0,6.92
0,657.48,176.96,63.139999999999986,47.78999999999999,24.94
0,458.28,184.16,80.47000000000003,59.27000000000001,19.85
0,704.25,177.37,149.15999999999997,110.42000000000002,12.49
0,635.02,178.02,30.190000000000055,25.099999999999994,41.73
0,5.08,199.56,121.60000000000001,69.89999999999998,18.74
0,902.74,156.63,44.65999999999997,71.69,18.2
0,709.26,175.05,29.460000000000036,28.78,41.1
0,654.0,176.92,34.52999999999997,24.700000000000017,47.24
0,359.95,187.35,96.44999999999999,53.43000000000001,23.56
0,420.42,175.29,75.74000000000001,53.54000000000002,28.17
0,686.98,173.04,46.39999999999998,38.599999999999994,31.81
0,692.44,163.91,32.27999999999997,43.129999999999995,36.49
0,1182.15,149.81,58.84999999999991,47.49000000000001,21.78
0,0.0,187.51,326.99,186.49,7.29
0,722.86,168.15,90.02999999999997,69.13999999999999,21.21
0,246.99,194.92,178.44,102.85,12.2
0,359.29,185.63,120.08999999999997,73.35000000000002,16.8
0,550.61,176.8,36.51999999999998,25.569999999999993,43.68
0,605.74,174.87,20.41999999999996,15.419999999999987,70.35
0,660.56,189.93,87.0100000000001,63.04999999999998,19.16
0,599.12,182.07,68.41999999999996,65.06,19.42
0,774.94,172.0,188.33999999999992,98.82999999999998,13.24
0,705.57,179.11,97.13999999999999,49.839999999999975,24.11
0,673.38,181.32,83.69000000000005,35.45000000000002,30.76
0,146.16,192.89,193.92999999999998,97.18,14.01
0,452.35,183.18,56.94999999999999,39.03,31.97
0,527.28,181.12,36.67000000000007,25.47999999999999,48.2
0,241.74,191.35,113.65999999999997,51.06,24.07
0,327.5,181.26,72.08999999999997,46.860000000000014,30.22
0,581.09,180.64,28.360000000000014,16.03,68.44
0,410.89,183.43,54.420000000000016,29.919999999999987,40.62
0,486.69,184.25,46.61999999999995,20.669999999999987,53.34
0,71.71,187.44,123.01,52.0,22.53
0,87.38,185.27,116.85,35.72,32.94
0,648.79,178.98,25.100000000000023,15.580000000000013,72.27
0,783.79,184.68,392.97,155.19,7.94
0,661.39,160.21,341.89,140.28,10.63
0,279.93,178.16,88.30000000000001,64.28,22.64
0,505.85,185.26,51.18999999999994,34.34,31.97
0,639.45,187.58,240.14,88.15,13.09
0,536.07,176.04,33.64999999999998,18.74000000000001,58.47
0,717.03,174.45,21.730000000000018,19.26000000000002,56.31
0,659.2,182.25,63.639999999999986,58.110000000000014,22.05
0,207.55,189.19,153.83999999999997,91.48000000000002,14.7
0,345.19,190.11,79.76999999999998,50.379999999999995,22.64
0,744.38,186.34,36.40999999999997,21.609999999999985,49.41
0,824.37,183.27,27.92999999999995,15.269999999999982,69.99
0,0.0,192.19,334.16,181.81,5.55
0,846.35,184.06,394.65,189.94,6.4
0,311.03,166.77,162.91000000000003,115.68999999999997,13.05
0,476.22,175.94,94.28999999999996,65.59,19.85
0,760.24,178.07,133.81999999999994,99.0,13.79
0,749.22,179.42,72.67999999999995,65.20000000000002,19.13
0,635.86,176.79,69.72000000000003,39.5,30.37
0,968.2,150.98,77.38999999999987,46.66,33.68
0,906.67,152.6,67.03000000000009,41.23000000000002,34.91
0,806.52,140.24,45.960000000000036,39.45999999999998,70.39
0,0.0,58.65,320.9,315.35,7.24
0,684.31,165.66,25.920000000000073,76.65,18.06
1,359.32,182.26,41.0,103.59000000000003,11.35
0,19.88,179.87,186.76,58.129999999999995,18.98
0,569.23,177.21,66.82999999999993,63.31,19.47
0,0.0,212.95,108.77,52.079999999999984,24.13
0,106.33,200.09,113.76,53.379999999999995,25.25
0,1186.52,176.9,54.48000000000002,69.43,18.54
0,1153.45,180.11,68.41999999999985,32.44,34.96
1,854.08,154.71,67.33999999999992,138.54,9.15
0,818.86,180.55,63.67999999999995,58.23999999999998,22.62
0,362.79,181.57,171.33999999999997,80.06,15.69
0,610.21,182.8,74.68999999999994,39.31999999999999,28.61
0,683.05,182.45,46.180000000000064,30.560000000000002,36.89
0,713.77,181.24,36.460000000000036,26.409999999999997,44.59
0,739.72,181.11,29.319999999999936,22.809999999999974,52.53
0,855.51,185.67,31.32000000000005,26.650000000000006,43.98
0,975.61,98.87,252.14999999999998,275.13,5.09
0,531.98,177.67,22.50999999999999,17.680000000000007,64.63
0,603.07,177.15,27.6099999999999,27.150000000000006,46.12
0,0.0,202.63,204.81,88.91000000000003,13.8
0,167.11,187.32,113.12,57.46000000000001,22.99
0,449.26,183.72,34.139999999999986,21.150000000000006,53.19
0,812.76,184.44,428.24,189.56,4.31
0,733.06,182.54,201.2800000000001,135.41,9.79
0,683.98,178.38,108.25999999999999,80.07,15.74
0,470.09,178.3,69.74000000000007,55.0,22.89
0,671.73,179.32,61.77999999999997,49.099999999999994,23.86
0,650.51,179.32,42.08000000000004,35.26000000000002,31.83
0,634.97,177.56,31.91999999999996,26.22,42.96
0,568.94,172.64,105.2299999999999,101.35000000000002,13.49
0,862.56,148.89,70.37,99.07000000000002,14.29
1,810.36,154.61,65.01999999999998,147.7,8.71
0,862.65,129.39,378.35,175.57,8.19
0,1184.97,141.54,56.02999999999997,46.30000000000001,24.57
0,346.64,175.63,103.29000000000002,73.27000000000001,17.86
0,420.44,170.72,120.39000000000004,85.4,16.3
0,815.59,143.96,147.23000000000002,54.579999999999984,26.65
0,966.1,144.74,73.65999999999997,38.22,35.99
0,1084.26,132.74,88.99000000000001,45.14999999999998,36.41
0,1004.98,144.16,82.15000000000009,34.80000000000001,36.47
0,407.73,178.44,79.33999999999997,51.84,24.13
0,657.19,166.33,45.45999999999992,32.379999999999995,35.96
0,599.3,171.76,32.66000000000008,25.360000000000014,47.31
0,557.79,165.74,33.82000000000005,15.530000000000001,80.12
0,591.97,174.6,48.379999999999995,45.76000000000002,26.69
0,1187.95,197.2,53.049999999999955,176.8,4.02
0,386.09,185.25,69.19,40.28999999999999,27.32
0,738.48,169.58,179.77999999999997,83.41999999999999,14.81
0,684.2,174.95,125.43999999999994,52.140000000000015,21.44
0,682.09,169.25,88.23000000000002,42.46000000000001,29.23
0,651.9,164.11,84.43000000000006,40.14999999999998,36.12
0,646.27,173.34,66.14999999999998,26.109999999999985,43.22
0,393.82,175.82,50.55000000000001,30.5,42.11
0,536.11,160.96,30.289999999999964,27.599999999999994,80.13
0,425.76,175.42,39.76999999999998,25.49000000000001,48.57
0,490.26,176.93,25.799999999999955,15.280000000000001,71.7
0,372.76,177.51,31.620000000000005,22.170000000000016,49.6
0,135.31,178.56,39.97,25.139999999999986,44.78
0,1073.46,148.45,167.53999999999996,126.88999999999999,13.61
0,0.0,191.06,78.97,182.94,4.98
0,0.0,183.47,199.83,158.34,7.73
0,0.0,159.99,335.24,140.09999999999997,10.03
0,233.91,166.08,207.08,81.95999999999998,16.23
0,274.55,177.54,187.02999999999997,59.71000000000001,18.32
0,95.14,175.56,276.04,91.10000000000002,13.08
0,451.55,174.37,98.37999999999994,30.72,34.33
0,998.35,161.75,154.31000000000006,63.639999999999986,21.52
0,668.46,174.8,105.53999999999996,37.50999999999999,30.11
0,1077.71,205.78,163.28999999999996,168.22,1.57
0,924.07,136.19,316.92999999999995,237.81,7.09
0,530.61,162.61,55.26999999999998,60.609999999999985,26.04
0,833.86,127.39,253.16999999999996,95.97000000000001,21.56
0,318.14,182.8,83.19,46.95999999999998,25.53
0,214.55,166.45,104.32,64.22,25.43
0,455.9,171.22,43.160000000000025,34.16,32.39
0,692.53,171.83,78.19000000000005,43.51999999999998,27.59
0,573.97,163.73,33.860000000000014,29.57000000000002,44.05
0,610.16,149.12,35.879999999999995,38.400000000000006,55.01
0,745.82,166.87,81.59999999999991,45.94,28.28
0,1119.45,132.29,121.54999999999995,70.67000000000002,28.62
0,566.29,136.24,36.34000000000003,53.97,51.93
0,37.15,187.2,135.1,50.120000000000005,25.31
0,0.0,192.82,32.87,40.849999999999994,25.07
0,589.01,187.21,79.40999999999997,66.06,17.14
0,185.19,184.44,117.28000000000003,56.19999999999999,22.83
