Class,X,Y,Width,Height,Distance
0,744.865,219.82,119.63,76.77999999999997,15.58
0,1148.58,282.25,184.83999999999992,183.5,3.14
0,437.865,225.13500000000002,156.86999999999995,91.67000000000002,13.3
0,501.665,205.48,115.07000000000005,83.12,17.6
0,985.825,164.535,230.4699999999999,98.63,21.3
0,757.495,193.11,66.00999999999999,44.03999999999999,25.97
0,565.165,191.48,61.83000000000004,50.56,26.83
0,737.755,184.055,55.8900000000001,43.25,32.13
0,583.7950000000001,186.65499999999997,43.55000000000007,40.47,31.78
0,173.78,218.33999999999997,90.24000000000001,37.72,31.72
0,110.32,218.26,99.19999999999999,40.18000000000001,31.61
0,614.4200000000001,173.135,30.41999999999996,32.93000000000001,69.29
0,392.58,194.16,39.25999999999999,23.04000000000002,55.08
0,684.395,180.0,12.909999999999968,30.720000000000027,44.76
0,540.7950000000001,179.81,47.129999999999995,33.66,36.37
0,461.975,181.86,36.75,27.659999999999997,38.09
0,441.45500000000004,175.325,27.829999999999984,20.370000000000005,52.01
0,1068.555,296.085,344.89,155.83,3.14
0,444.80499999999995,245.915,185.93,125.44999999999999,10.42
0,590.485,195.41000000000003,56.00999999999999,43.900000000000006,30.18
0,764.8,214.425,81.17999999999995,71.03,17.48
0,655.09,190.315,9.799999999999955,29.769999999999982,44.63
0,750.395,211.615,59.17000000000007,49.21000000000001,22.3
0,669.235,183.36,70.67000000000007,56.559999999999974,37.22
0,565.81,182.785,20.719999999999914,16.810000000000002,68.34
0,165.565,216.21499999999997,298.42999999999995,197.12999999999997,12.9
0,598.975,188.04,16.190000000000055,12.879999999999995,73.46
1,176.29,232.825,58.0,153.21,8.51
0,671.2349999999999,189.95499999999998,37.85000000000002,30.03,41.53
0,574.255,191.86,29.190000000000055,26.039999999999992,41.9
0,412.15,239.065,155.74,116.83000000000001,12.2
0,907.335,260.21,242.9699999999999,161.08,8.46
0,780.4000000000001,228.635,136.84000000000003,97.97,13.14
0,492.84000000000003,180.025,93.85999999999996,96.67000000000002,22.27
0,686.955,200.375,52.26999999999998,43.31,26.41
0,635.155,186.025,28.409999999999968,28.870000000000005,51.9
0,306.875,267.045,257.37,155.37,9.0
0,895.265,258.905,238.19000000000005,153.07,8.6
0,414.895,212.54000000000002,148.49,123.14000000000001,14.34
0,787.34,226.90500000000003,151.48000000000002,93.39000000000001,13.47
0,743.65,205.575,68.31999999999994,57.370000000000005,19.85
0,243.64,185.985,249.01999999999998,89.41,22.71
0,765.73,191.79500000000002,81.15999999999997,55.22999999999999,25.25
0,627.76,180.175,32.07999999999993,33.91,44.71
0,849.135,173.51999999999998,136.41000000000008,51.91999999999999,39.04
0,513.155,186.515,36.76999999999998,25.409999999999997,44.75
0,591.885,182.435,18.50999999999999,14.670000000000016,64.47
0,117.26,255.98000000000002,234.52,132.64000000000001,10.15
0,187.285,241.12,282.22999999999996,89.93999999999997,14.12
0,494.53999999999996,195.935,55.160000000000025,22.170000000000016,49.04
0,600.565,186.72500000000002,27.110000000000014,26.789999999999992,46.7
0,477.33500000000004,218.02499999999998,103.79000000000002,83.62999999999997,16.31
0,277.59000000000003,208.51,85.45999999999998,46.140000000000015,27.71
0,691.69,188.995,52.479999999999905,57.99000000000001,22.1
1,428.17,198.85,10.0,50.360000000000014,23.11
0,623.415,245.305,140.51,133.15,10.13
0,365.66499999999996,206.695,49.22999999999996,24.069999999999993,46.01
0,311.68,208.665,50.89999999999998,24.370000000000005,44.69
0,434.02,201.385,42.51999999999998,22.310000000000002,50.4
0,1032.305,206.78,144.23000000000002,45.81999999999999,26.68
0,1197.7150000000001,200.21499999999997,86.56999999999994,44.150000000000006,26.55
0,1182.06,293.89,117.88000000000011,160.22,4.08
0,592.27,206.845,72.84000000000003,66.41000000000003,19.43
0,269.695,187.5,485.16999999999996,375.0,10.25
0,504.4,204.61,62.660000000000025,42.859999999999985,24.49
0,614.815,198.01,45.469999999999914,43.02000000000001,28.28
0,1068.175,266.275,345.65,215.45,6.69
0,927.8599999999999,239.60500000000002,220.36,125.41,10.4
0,845.395,220.275,190.85000000000002,85.31,14.02
0,505.16999999999996,190.78,32.19999999999999,20.5,50.9
0,355.82500000000005,219.72500000000002,106.70999999999998,61.650000000000006,18.66
0,739.67,197.21,114.27999999999997,47.30000000000001,24.75
0,702.625,192.14,85.86999999999989,34.400000000000006,31.46
0,673.94,183.12,67.0,30.980000000000018,46.13
0,453.37,187.7,38.06,24.419999999999987,52.04
0,471.65,187.48000000000002,31.02000000000004,20.960000000000008,58.61
0,424.895,186.735,24.370000000000005,18.25,59.96
0,290.56,283.735,352.1,180.53,7.17
0,729.825,220.7,93.35000000000002,72.58000000000001,16.67
0,553.86,195.305,40.66000000000008,34.99000000000001,33.82
0,678.0799999999999,200.26,49.69999999999993,40.0,29.48
0,573.585,189.755,24.629999999999995,22.53,48.95
0,653.72,187.825,27.74000000000001,25.169999999999987,49.29
0,495.65,194.87,42.14000000000004,31.680000000000007,35.37
1,696.2049999999999,183.695,9.330000000000041,29.629999999999995,42.82
0,474.225,191.67,69.41000000000003,27.0,41.75
0,590.6,188.575,28.519999999999982,28.189999999999998,44.49
1,487.015,220.565,30.910000000000025,91.66999999999999,12.56
1,457.15,219.135,32.14000000000004,97.97,12.34
1,697.9000000000001,196.01999999999998,26.360000000000014,68.16,20.51
1,732.48,194.83499999999998,25.879999999999995,69.66999999999999,20.3
0,182.75,288.72,365.5,170.56,5.22
0,442.59000000000003,230.20999999999998,129.16000000000003,92.46000000000001,13.93
0,174.54,235.01999999999998,198.21999999999997,84.99999999999997,15.21
0,322.365,209.66500000000002,106.71000000000004,65.39000000000001,21.96
0,383.29,207.87,73.38,42.34,27.06
0,421.435,199.97500000000002,68.25,42.91,31.88
0,478.47,195.575,45.04000000000002,28.289999999999992,41.53
0,498.97499999999997,193.535,37.889999999999986,24.269999999999982,46.7
0,602.225,198.63,47.50999999999999,45.22,26.76
0,616.22,188.18,37.25999999999999,38.860000000000014,35.33
0,928.41,262.845,318.39999999999986,222.31,7.64
0,756.7049999999999,214.6,101.29000000000008,79.36000000000001,15.65
0,681.645,190.97500000000002,42.930000000000064,38.09,32.3
0,665.3299999999999,189.515,37.860000000000014,30.609999999999985,38.2
0,598.21,195.20999999999998,51.80000000000007,47.22,26.54
0,85.705,251.96999999999997,171.41,122.6,10.68
0,319.27,229.09,208.56,127.78000000000003,12.25
0,345.03,206.9,96.18,49.420000000000016,23.68
0,463.1,203.525,69.82,45.43000000000001,25.13
0,509.48,180.395,55.22000000000003,54.69,36.41
0,537.49,189.465,30.440000000000055,25.829999999999984,47.7
0,90.195,219.505,180.39,67.25,17.75
0,244.14999999999998,205.33999999999997,101.11999999999998,48.099999999999994,25.9
1,673.765,198.935,28.25,76.07,16.82
1,696.21,196.78,31.24000000000001,78.80000000000001,17.03
1,467.865,200.56,29.329999999999984,81.5,16.26
0,611.135,184.60500000000002,21.829999999999927,44.09,30.42
0,626.405,202.245,61.809999999999945,50.19,21.55
0,400.1,221.635,189.74,84.09,13.75
0,462.42999999999995,202.48000000000002,104.68,52.599999999999994,21.82
0,486.9,195.965,101.88000000000005,44.73000000000002,24.83
0,514.9,187.695,82.51999999999998,32.33000000000001,32.49
0,550.45,175.195,70.51999999999998,36.71000000000001,45.7
1,1056.6,281.025,144.34000000000003,185.95,4.71
0,953.5550000000001,258.56,259.1700000000001,138.46,9.53
0,819.38,224.46999999999997,132.07999999999993,78.23999999999998,14.89
0,768.135,203.71,96.61000000000001,68.80000000000001,20.2
1,701.735,191.575,16.329999999999927,36.51000000000002,32.55
0,829.525,191.33499999999998,105.50999999999999,40.72999999999999,31.83
0,126.46,229.62,252.92,101.96000000000004,12.04
0,268.065,208.315,147.85000000000002,66.85000000000002,17.23
0,621.395,188.03500000000003,35.809999999999945,32.650000000000006,35.67
0,333.63,202.23000000000002,91.56,53.22,21.69
0,961.36,185.155,159.26,60.170000000000016,32.04
0,55.82,205.57,111.64,70.18,17.43
0,743.3900000000001,214.20499999999998,120.10000000000002,86.45000000000002,14.75
0,366.365,250.115,206.78999999999996,135.77,9.79
0,1075.625,266.905,330.75,214.19,2.39
0,661.495,189.54,39.8900000000001,33.5,31.72
0,703.8199999999999,168.745,40.379999999999995,29.849999999999994,65.64
0,943.4749999999999,193.345,48.90999999999997,75.23000000000002,17.38
0,729.165,189.59,30.529999999999973,29.80000000000001,39.76
0,756.855,211.91,92.06999999999994,62.68000000000001,19.62
0,659.9449999999999,208.325,70.40999999999997,61.650000000000006,21.12
0,358.25,199.85,96.84000000000003,40.120000000000005,32.97
0,57.265,199.89999999999998,33.41,25.159999999999997,54.19
0,511.53000000000003,238.49,255.32000000000005,144.14000000000001,12.06
0,312.145,232.19,132.57,66.32000000000002,17.46
0,1053.115,187.0,375.77,374.0,2.98
0,301.55,270.38,255.86,178.94000000000003,8.15
0,771.015,228.82,126.95000000000005,85.88,14.21
0,482.28499999999997,205.83999999999997,74.91000000000003,50.34,20.88
0,522.6800000000001,191.82999999999998,47.02000000000004,40.82000000000002,28.91
0,679.96,196.68,53.139999999999986,40.16,29.57
0,545.24,188.125,36.59999999999991,29.829999999999984,38.08
1,804.2,228.765,71.95999999999992,174.83,7.8
0,606.01,170.275,73.51999999999998,89.05000000000001,34.15
0,80.66,212.04500000000002,98.10000000000001,37.45000000000002,32.12
0,146.38,204.285,83.92,32.55000000000001,36.62
0,214.54500000000002,202.435,62.630000000000024,30.20999999999998,42.56
0,254.67000000000002,200.565,54.620000000000005,22.79000000000002,47.64
0,555.8,193.405,31.399999999999977,23.629999999999995,48.54
0,99.9,299.24,199.8,149.52,1.74
0,539.015,212.825,49.00999999999999,38.33000000000001,30.55
0,581.94,186.515,18.760000000000105,19.48999999999998,76.01
1,454.475,245.42,88.41000000000003,163.21999999999997,7.29
0,578.615,197.14,41.110000000000014,32.619999999999976,30.01
0,526.28,193.005,34.32000000000005,25.150000000000006,41.7
0,1034.855,220.91,131.02999999999986,51.44,21.41
0,1185.17,221.82999999999998,111.66000000000008,55.29999999999998,23.51
0,579.005,179.875,23.730000000000018,31.55000000000001,54.6
0,532.585,178.44,25.850000000000023,32.72,66.59
0,582.46,205.055,63.24000000000001,63.03,21.02
0,323.58500000000004,187.12,36.03000000000003,18.420000000000016,59.83
0,797.415,195.225,15.25,32.870000000000005,36.96
0,1147.6399999999999,177.805,186.72000000000003,144.26999999999998,15.23
0,20.64,270.2,41.28,115.84,10.93
0,90.96000000000001,235.94,42.519999999999996,36.420000000000016,33.21
0,46.945,258.15,93.89,79.49999999999997,16.63
0,903.835,146.635,39.59000000000003,46.249999999999986,40.44
0,465.18500000000006,214.235,111.27000000000004,73.01000000000002,19.65
0,538.3,207.88,72.15999999999997,44.06,27.12
0,620.9100000000001,196.725,36.120000000000005,25.25,43.31
0,691.0550000000001,189.755,27.530000000000086,16.49000000000001,66.05
0,705.04,202.60000000000002,24.91999999999996,54.46000000000001,24.54
0,925.565,219.62,100.83000000000004,68.72,18.74
0,400.91499999999996,229.33999999999997,227.76999999999998,112.84,11.32
1,433.165,234.45999999999998,43.49000000000001,124.11999999999998,10.12
0,866.375,192.245,48.17000000000007,46.09,34.75
0,683.755,199.925,52.210000000000036,39.98999999999998,26.82
0,806.895,228.095,150.76999999999998,95.41000000000003,13.46
0,738.9749999999999,189.765,47.59000000000003,28.27000000000001,39.17
0,964.5450000000001,162.905,295.92999999999995,206.32999999999998,16.44
1,614.1949999999999,196.76,23.729999999999905,47.56,25.06
1,1061.445,294.38,157.26999999999998,157.24,5.52
1,960.575,278.64,80.61000000000001,146.85999999999999,6.83
1,793.5,243.29500000000002,59.77999999999997,88.63000000000002,10.6
1,831.575,241.615,62.92999999999995,88.56999999999996,10.59
1,767.1600000000001,239.57500000000002,57.93999999999994,75.55000000000001,11.69
0,690.8,187.635,38.639999999999986,37.78999999999999,31.58
0,612.855,186.24,42.25,26.700000000000017,40.99
0,687.22,184.88,30.779999999999973,21.159999999999997,47.66
0,222.015,171.92000000000002,444.03,197.62,23.13
0,724.44,185.905,39.239999999999895,28.430000000000007,38.29
0,513.745,230.485,173.19000000000005,101.04999999999998,12.32
0,230.55,244.09,308.34000000000003,124.19999999999999,11.21
0,497.24,194.85500000000002,36.85999999999996,25.330000000000013,43.4
0,252.17,287.14,365.82,173.72,6.98
0,99.295,291.6,198.59,164.8,6.22
0,1225.6399999999999,286.885,30.720000000000027,174.23,3.57
0,513.86,218.555,71.35999999999996,61.75,20.96
0,551.565,206.94,43.07000000000005,38.30000000000001,31.5
0,565.8299999999999,191.765,36.43999999999994,41.28999999999999,46.44
0,729.28,206.365,123.08000000000004,48.03,25.95
0,710.355,203.06,105.97000000000003,37.16,32.0
0,675.945,196.34,76.99000000000001,32.0,39.79
0,584.39,187.485,23.74000000000001,24.92999999999998,65.43
0,452.03499999999997,228.125,142.51,120.87,14.05
0,997.9150000000001,210.99,77.93000000000006,86.88,14.95
0,242.735,222.39499999999998,225.47000000000003,70.95000000000002,16.53
0,528.84,186.115,55.26000000000005,16.409999999999997,62.51
1,581.06,248.25,99.89999999999998,203.5,6.89
0,630.59,206.70499999999998,67.5,65.21000000000001,19.58
0,58.86,203.45999999999998,117.72,49.84,25.33
0,377.485,237.93,173.23000000000002,101.17999999999998,12.67
0,610.425,193.70999999999998,39.110000000000014,38.96000000000001,32.6
1,274.78,269.515,75.1,191.63,6.32
1,222.825,257.335,66.72999999999999,198.21,6.54
1,772.07,226.43,38.24000000000001,124.69999999999996,10.51
0,465.18,206.17000000000002,41.039999999999964,71.38000000000002,17.61
0,505.67499999999995,195.905,22.670000000000016,55.64999999999998,24.31
1,553.625,195.975,13.789999999999964,37.81,29.83
1,542.655,194.39499999999998,13.950000000000045,39.97,29.55
1,734.365,244.285,91.67000000000007,239.29000000000002,6.19
1,819.7149999999999,252.39499999999998,82.66999999999996,206.62999999999997,6.18
1,971.135,230.61499999999998,70.67000000000007,150.95,7.84
0,79.705,255.87,159.41,236.26,1.36
0,512.395,225.505,119.73000000000002,77.04999999999998,16.67
0,581.255,210.04500000000002,81.00999999999999,55.04999999999998,22.81
0,641.505,202.44,60.52999999999997,40.54000000000002,28.33
0,825.325,177.81,42.23000000000002,24.899999999999977,53.73
1,210.055,279.78499999999997,238.83000000000004,186.43,4.83
1,994.45,223.53,58.93999999999994,131.78000000000003,9.12
1,262.7,254.695,51.72,169.75,7.41
0,451.46000000000004,230.26,76.80000000000001,121.58000000000001,10.79
1,826.49,201.175,30.5,97.31,13.53
1,595.935,200.94,24.16999999999996,73.86000000000001,17.75
1,537.015,198.23,24.99000000000001,64.88,19.66
1,568.59,194.91,17.0,58.95999999999998,22.65
1,718.97,189.89,20.600000000000023,64.32000000000002,21.58
0,595.575,193.725,42.57000000000005,28.99000000000001,39.62
0,168.28,258.27,336.56,231.46,5.77
0,338.535,237.61,231.51000000000002,141.66,10.96
0,677.925,184.20499999999998,38.530000000000086,34.51000000000002,34.46
0,633.81,178.625,35.67999999999995,21.170000000000016,51.25
0,684.98,185.31,30.980000000000018,21.579999999999984,46.78
0,237.33,172.085,429.58,187.17000000000002,23.95
0,721.7149999999999,186.555,41.40999999999997,29.47,36.99
0,462.545,241.915,210.64999999999998,119.72999999999996,10.74
0,163.3,256.9,326.6,147.73999999999998,9.82
0,501.03999999999996,194.67000000000002,35.44,24.840000000000003,44.23
0,493.17499999999995,202.915,70.93,52.94999999999999,23.79
0,550.715,189.805,29.210000000000036,25.830000000000013,44.92
0,569.2850000000001,184.07999999999998,19.07000000000005,16.119999999999976,68.42
0,611.555,194.25,43.75,43.579999999999984,29.39
0,572.5699999999999,183.72,18.659999999999968,16.180000000000007,76.47
0,607.605,177.38,27.569999999999936,29.860000000000014,75.8
0,718.26,176.18,20.360000000000014,16.560000000000002,63.93
0,100.195,172.16,200.39,134.0,20.34
0,180.92,287.865,361.84,170.27,3.15
0,436.47,231.205,135.09999999999997,96.03000000000003,12.45
0,615.495,194.775,55.34999999999991,50.49000000000001,24.12
0,545.595,193.05,52.52999999999997,45.20000000000002,26.91
0,218.25,223.595,232.91999999999996,126.93,12.43
0,487.635,190.20999999999998,48.50999999999999,30.900000000000006,35.5
0,482.505,203.505,46.35000000000002,47.59,27.84
0,467.315,195.125,38.23000000000002,26.94999999999999,42.1
0,122.715,215.835,245.43,316.33,5.45
0,692.045,203.97,27.769999999999982,79.62,17.42
1,332.43,241.03,54.960000000000036,126.07999999999998,9.37
0,78.395,212.275,156.79,64.82999999999998,17.05
0,42.705,270.93,85.41,206.14,4.88
0,116.82,280.32,233.64,163.70000000000002,7.11
0,432.53999999999996,200.41,150.28000000000003,46.25999999999999,23.08
0,774.68,201.89,174.24,60.640000000000015,18.97
0,747.0899999999999,193.0,152.34000000000003,59.920000000000016,22.35
0,468.85,192.155,100.98000000000002,33.56999999999999,33.25
0,492.45,188.68,82.88,26.659999999999997,39.44
0,124.44,221.13,202.60000000000002,74.46000000000001,16.52
0,715.27,190.89499999999998,40.74000000000001,33.27000000000001,33.48
0,821.02,177.485,47.39999999999998,16.47,64.7
1,564.67,184.19,9.0,25.319999999999993,49.54
0,912.5450000000001,176.065,52.94999999999993,19.090000000000003,62.79
0,1084.565,169.845,62.26999999999998,23.129999999999995,59.48
0,274.44,219.47500000000002,197.15999999999997,55.78999999999999,19.19
0,411.225,255.265,186.96999999999997,117.52999999999997,10.91
0,992.665,187.0,496.66999999999996,374.0,6.92
0,689.05,200.85500000000002,63.139999999999986,47.78999999999999,24.94
0,498.515,213.79500000000002,80.47000000000003,59.27000000000001,19.85
0,778.8299999999999,232.58,149.15999999999997,110.42000000000002,12.49
0,650.115,190.57,30.190000000000055,25.099999999999994,41.73
0,65.88000000000001,234.51,121.60000000000001,69.89999999999998,18.74
0,925.0699999999999,192.475,44.65999999999997,71.69,18.2
0,723.99,189.44,29.460000000000036,28.78,41.1
0,671.265,189.26999999999998,34.52999999999997,24.700000000000017,47.24
0,408.17499999999995,214.065,96.44999999999999,53.43000000000001,23.56
0,458.29,202.06,75.74000000000001,53.54000000000002,28.17
0,710.1800000000001,192.33999999999997,46.39999999999998,38.599999999999994,31.81
0,708.58,185.475,32.27999999999997,43.129999999999995,36.49
0,1211.575,173.555,58.84999999999991,47.49000000000001,21.78
0,163.495,280.755,326.99,186.49,7.29
0,767.875,202.72,90.02999999999997,69.13999999999999,21.21
0,336.21000000000004,246.34499999999997,178.44,102.85,12.2
0,419.33500000000004,222.305,120.08999999999997,73.35000000000002,16.8
0,568.87,189.585,36.51999999999998,25.569999999999993,43.68
0,615.95,182.57999999999998,20.41999999999996,15.419999999999987,70.35
0,704.065,221.45499999999998,87.0100000000001,63.04999999999998,19.16
0,633.3299999999999,214.6,68.41999999999996,65.06,19.42
0,869.11,221.415,188.33999999999992,98.82999999999998,13.24
0,754.1400000000001,204.03,97.13999999999999,49.839999999999975,24.11
0,715.225,199.04500000000002,83.69000000000005,35.45000000000002,30.76
0,243.125,241.48,193.92999999999998,97.18,14.01
0,480.82500000000005,202.695,56.94999999999999,39.03,31.97
0,545.615,193.86,36.67000000000007,25.47999999999999,48.2
0,298.57,216.88,113.65999999999997,51.06,24.07
0,363.54499999999996,204.69,72.08999999999997,46.860000000000014,30.22
0,595.27,188.65499999999997,28.360000000000014,16.03,68.44
0,438.1,198.39,54.420000000000016,29.919999999999987,40.62
0,510.0,194.58499999999998,46.61999999999995,20.669999999999987,53.34
0,133.215,213.44,123.01,52.0,22.53
0,145.805,203.13,116.85,35.72,32.94
0,661.3399999999999,186.76999999999998,25.100000000000023,15.580000000000013,72.27
0,980.275,262.275,392.97,155.19,7.94
0,832.335,230.35000000000002,341.89,140.28,10.63
0,324.08000000000004,210.3,88.30000000000001,64.28,22.64
0,531.4449999999999,202.43,51.18999999999994,34.34,31.97
0,759.52,231.65500000000003,240.14,88.15,13.09
0,552.895,185.41,33.64999999999998,18.74000000000001,58.47
0,727.895,184.07999999999998,21.730000000000018,19.26000000000002,56.31
0,691.02,211.305,63.639999999999986,58.110000000000014,22.05
0,284.47,234.93,153.83999999999997,91.48000000000002,14.7
0,385.075,215.3,79.76999999999998,50.379999999999995,22.64
0,762.585,197.14499999999998,36.40999999999997,21.609999999999985,49.41
0,838.335,190.905,27.92999999999995,15.269999999999982,69.99
0,167.08,283.095,334.16,181.81,5.55
0,1043.675,279.03,394.65,189.94,6.4
0,392.485,224.615,162.91000000000003,115.68999999999997,13.05
0,523.365,208.735,94.28999999999996,65.59,19.85
0,827.15,227.57,133.81999999999994,99.0,13.79
0,785.56,212.01999999999998,72.67999999999995,65.20000000000002,19.13
0,670.72,196.54,69.72000000000003,39.5,30.37
0,1006.895,174.31,77.38999999999987,46.66,33.68
0,940.185,173.215,67.03000000000009,41.23000000000002,34.91
0,829.5,159.97,45.960000000000036,39.45999999999998,70.39
0,160.45,216.325,320.9,315.35,7.24
0,697.27,203.985,25.920000000000073,76.65,18.06
1,379.82,234.055,41.0,103.59000000000003,11.35
0,113.25999999999999,208.935,186.76,58.129999999999995,18.98
0,602.645,208.865,66.82999999999993,63.31,19.47
0,54.385,238.98999999999998,108.77,52.079999999999984,24.13
0,163.21,226.78,113.76,53.379999999999995,25.25
0,1213.76,211.615,54.48000000000002,69.43,18.54
0,1187.6599999999999,196.33,68.41999999999985,32.44,34.96
1,887.75,223.98000000000002,67.33999999999992,138.54,9.15
0,850.7,209.67000000000002,63.67999999999995,58.23999999999998,22.62
0,448.46000000000004,221.6,171.33999999999997,80.06,15.69
0,647.5550000000001,202.46,74.68999999999994,39.31999999999999,28.61
0,706.14,197.73,46.180000000000064,30.560000000000002,36.89
0,732.0,194.445,36.460000000000036,26.409999999999997,44.59
0,754.38,192.515,29.319999999999936,22.809999999999974,52.53
0,871.1700000000001,198.995,31.32000000000005,26.650000000000006,43.98
0,1101.685,236.435,252.14999999999998,275.13,5.09
0,543.235,186.51,22.50999999999999,17.680000000000007,64.63
0,616.875,190.72500000000002,27.6099999999999,27.150000000000006,46.12
0,102.405,247.085,204.81,88.91000000000003,13.8
0,223.67000000000002,216.05,113.12,57.46000000000001,22.99
0,466.33,194.29500000000002,34.139999999999986,21.150000000000006,53.19
0,1026.88,279.22,428.24,189.56,4.31
0,833.7,250.245,201.2800000000001,135.41,9.79
0,738.11,218.415,108.25999999999999,80.07,15.74
0,504.96000000000004,205.8,69.74000000000007,55.0,22.89
0,702.62,203.87,61.77999999999997,49.099999999999994,23.86
0,671.55,196.95,42.08000000000004,35.26000000000002,31.83
0,650.9300000000001,190.67000000000002,31.91999999999996,26.22,42.96
0,621.5550000000001,223.315,105.2299999999999,101.35000000000002,13.49
0,897.7449999999999,198.425,70.37,99.07000000000002,14.29
1,842.87,228.46,65.01999999999998,147.7,8.71
0,1051.825,217.17499999999998,378.35,175.57,8.19
0,1212.9850000000001,164.69,56.02999999999997,46.30000000000001,24.57
0,398.28499999999997,212.265,103.29000000000002,73.27000000000001,17.86
0,480.635,213.42000000000002,120.39000000000004,85.4,16.3
0,889.205,171.25,147.23000000000002,54.579999999999984,26.65
0,1002.9300000000001,163.85000000000002,73.65999999999997,38.22,35.99
0,1128.755,155.315,88.99000000000001,45.14999999999998,36.41
0,1046.055,161.56,82.15000000000009,34.80000000000001,36.47
0,447.4,204.36,79.33999999999997,51.84,24.13
0,679.9200000000001,182.52,45.45999999999992,32.379999999999995,35.96
0,615.63,184.44,32.66000000000008,25.360000000000014,47.31
0,574.7,173.505,33.82000000000005,15.530000000000001,80.12
0,616.1600000000001,197.48000000000002,48.379999999999995,45.76000000000002,26.69
0,1214.475,285.6,53.049999999999955,176.8,4.02
0,420.68499999999995,205.39499999999998,69.19,40.28999999999999,27.32
0,828.37,211.29000000000002,179.77999999999997,83.41999999999999,14.81
0,746.9200000000001,201.01999999999998,125.43999999999994,52.140000000000015,21.44
0,726.205,190.48000000000002,88.23000000000002,42.46000000000001,29.23
0,694.115,184.185,84.43000000000006,40.14999999999998,36.12
0,679.345,186.39499999999998,66.14999999999998,26.109999999999985,43.22
